Sekce,Typ otázky,Otázka,Správná odpověď,Vysvětlení
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Moravské náměstí (Černá Pole) | Náměstí 28. října | Náměstí Svobody | Zelný trh | Česká (před kostelem),Náměstí 28. října → Moravské náměstí (Černá Pole) → Česká (před kostelem) → Náměstí Svobody → Zelný trh,Správné pořadí na lince 9: Náměstí 28. října → Moravské náměstí (Černá Pole) → Česká (před kostelem) → Náměstí Svobody → Zelný trh
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Hlavní nádraží (kolej 2) | Moravské náměstí (Černá Pole) | Náměstí Svobody | Zelný trh | Česká (před kostelem),Moravské náměstí (Černá Pole) → Česká (před kostelem) → Náměstí Svobody → Zelný trh → Hlavní nádraží (kolej 2),Správné pořadí na lince 9: Moravské náměstí (Černá Pole) → Česká (před kostelem) → Náměstí Svobody → Zelný trh → Hlavní nádraží (kolej 2)
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Hlavní nádraží (kolej 2) | Náměstí Svobody | Vlhká | Zelný trh | Česká (před kostelem),Česká (před kostelem) → Náměstí Svobody → Zelný trh → Hlavní nádraží (kolej 2) → Vlhká,Správné pořadí na lince 9: Česká (před kostelem) → Náměstí Svobody → Zelný trh → Hlavní nádraží (kolej 2) → Vlhká
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Hlavní nádraží (kolej 2) | Masná (Křenová) | Náměstí Svobody | Vlhká | Zelný trh,Náměstí Svobody → Zelný trh → Hlavní nádraží (kolej 2) → Vlhká → Masná (Křenová),Správné pořadí na lince 9: Náměstí Svobody → Zelný trh → Hlavní nádraží (kolej 2) → Vlhká → Masná (Křenová)
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Hlavní nádraží (kolej 2) | Masná (Křenová) | Vlhká | Zelný trh | Životského,Zelný trh → Hlavní nádraží (kolej 2) → Vlhká → Masná (Křenová) → Životského,Správné pořadí na lince 9: Zelný trh → Hlavní nádraží (kolej 2) → Vlhká → Masná (Křenová) → Životského
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Geislerova | Hlavní nádraží (kolej 2) | Masná (Křenová) | Vlhká | Životského,Hlavní nádraží (kolej 2) → Vlhká → Masná (Křenová) → Životského → Geislerova,Správné pořadí na lince 9: Hlavní nádraží (kolej 2) → Vlhká → Masná (Křenová) → Životského → Geislerova
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Buzkova | Geislerova | Masná (Křenová) | Vlhká | Životského,Vlhká → Masná (Křenová) → Životského → Geislerova → Buzkova,Správné pořadí na lince 9: Vlhká → Masná (Křenová) → Životského → Geislerova → Buzkova
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Buzkova | Geislerova | Masná (Křenová) | Otakara Ševčíka (Táborská) | Životského,Masná (Křenová) → Životského → Geislerova → Buzkova → Otakara Ševčíka (Táborská),Správné pořadí na lince 9: Masná (Křenová) → Životského → Geislerova → Buzkova → Otakara Ševčíka (Táborská)
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Buzkova | Dělnický dům | Geislerova | Otakara Ševčíka (Táborská) | Životského,Životského → Geislerova → Buzkova → Otakara Ševčíka (Táborská) → Dělnický dům,Správné pořadí na lince 9: Životského → Geislerova → Buzkova → Otakara Ševčíka (Táborská) → Dělnický dům
B,Seřaď zastávky,Linka 9 – seřaď tyto zastávky ve správném pořadí: Buzkova | Dělnický dům | Geislerova | Otakara Ševčíka (Táborská) | Židenice Juliánov,Geislerova → Buzkova → Otakara Ševčíka (Táborská) → Dělnický dům → Židenice Juliánov,Správné pořadí na lince 9: Geislerova → Buzkova → Otakara Ševčíka (Táborská) → Dělnický dům → Židenice Juliánov
B,Výchozí zastávka linky,Která je VÝCHOZÍ zastávka linky 9?,Lesná Čertova rokle,Výchozí zastávka linky 9 je Lesná Čertova rokle.
B,Konečná zastávka linky,Která je KONEČNÁ zastávka linky 9?,Židenice Juliánov,Konečná zastávka linky 9 je Židenice Juliánov.
B,Počet zastávek,Kolik zastávek má linka 9?,23 zastávek,Linka 9 má celkem 23 zastávek.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Stránská skála smyčka"" (směr Bystrc Rakovecká)?",Stránská skála,Po zastávce Stránská skála smyčka na lince 10 (směr Bystrc Rakovecká) následuje Stránská skála.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Stránská skála"" (směr Bystrc Rakovecká)?",Podstránská,Po zastávce Stránská skála na lince 10 (směr Bystrc Rakovecká) následuje Podstránská.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Podstránská"" (směr Bystrc Rakovecká)?",Novolíšeňská,Po zastávce Podstránská na lince 10 (směr Bystrc Rakovecká) následuje Novolíšeňská.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Novolíšeňská"" (směr Bystrc Rakovecká)?",Líšeňská,Po zastávce Novolíšeňská na lince 10 (směr Bystrc Rakovecká) následuje Líšeňská.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Líšeňská"" (směr Bystrc Rakovecká)?",Bílá hora,Po zastávce Líšeňská na lince 10 (směr Bystrc Rakovecká) následuje Bílá hora.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Bílá hora"" (směr Bystrc Rakovecká)?",Bělohorská,Po zastávce Bílá hora na lince 10 (směr Bystrc Rakovecká) následuje Bělohorská.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Bělohorská"" (směr Bystrc Rakovecká)?",Krásného,Po zastávce Bělohorská na lince 10 (směr Bystrc Rakovecká) následuje Krásného.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Krásného"" (směr Bystrc Rakovecká)?",Židovský hřbitov,Po zastávce Krásného na lince 10 (směr Bystrc Rakovecká) následuje Židovský hřbitov.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Židovský hřbitov"" (směr Bystrc Rakovecká)?",Geislerova,Po zastávce Židovský hřbitov na lince 10 (směr Bystrc Rakovecká) následuje Geislerova.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Geislerova"" (směr Bystrc Rakovecká)?",Životského,Po zastávce Geislerova na lince 10 (směr Bystrc Rakovecká) následuje Životského.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Životského"" (směr Bystrc Rakovecká)?",Masná (Křenová),Po zastávce Životského na lince 10 (směr Bystrc Rakovecká) následuje Masná (Křenová).
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Masná (Křenová)"" (směr Bystrc Rakovecká)?",Vlhká,Po zastávce Masná (Křenová) na lince 10 (směr Bystrc Rakovecká) následuje Vlhká.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Vlhká"" (směr Bystrc Rakovecká)?",Hlavní nádraží (spojka u Grandu),Po zastávce Vlhká na lince 10 (směr Bystrc Rakovecká) následuje Hlavní nádraží (spojka u Grandu).
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Hlavní nádraží (spojka u Grandu)"" (směr Bystrc Rakovecká)?",Malinovského náměstí (Rooseveltova),Po zastávce Hlavní nádraží (spojka u Grandu) na lince 10 (směr Bystrc Rakovecká) následuje Malinovského náměstí (Rooseveltova).
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Malinovského náměstí (Rooseveltova)"" (směr Bystrc Rakovecká)?",Česká (Česká),Po zastávce Malinovského náměstí (Rooseveltova) na lince 10 (směr Bystrc Rakovecká) následuje Česká (Česká).
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Česká (Česká)"" (směr Bystrc Rakovecká)?",Grohova,Po zastávce Česká (Česká) na lince 10 (směr Bystrc Rakovecká) následuje Grohova.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Grohova"" (směr Bystrc Rakovecká)?",Konečného náměstí,Po zastávce Grohova na lince 10 (směr Bystrc Rakovecká) následuje Konečného náměstí.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Konečného náměstí"" (směr Bystrc Rakovecká)?",Rybkova,Po zastávce Konečného náměstí na lince 10 (směr Bystrc Rakovecká) následuje Rybkova.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Rybkova"" (směr Bystrc Rakovecká)?",Tábor (Veveří),Po zastávce Rybkova na lince 10 (směr Bystrc Rakovecká) následuje Tábor (Veveří).
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Tábor (Veveří)"" (směr Bystrc Rakovecká)?",Králova,Po zastávce Tábor (Veveří) na lince 10 (směr Bystrc Rakovecká) následuje Králova.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Králova"" (směr Bystrc Rakovecká)?",Burianovo náměstí,Po zastávce Králova na lince 10 (směr Bystrc Rakovecká) následuje Burianovo náměstí.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Burianovo náměstí"" (směr Bystrc Rakovecká)?",Mozolky,Po zastávce Burianovo náměstí na lince 10 (směr Bystrc Rakovecká) následuje Mozolky.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Mozolky"" (směr Bystrc Rakovecká)?",Rosického náměstí,Po zastávce Mozolky na lince 10 (směr Bystrc Rakovecká) následuje Rosického náměstí.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Rosického náměstí"" (směr Bystrc Rakovecká)?",Sochorova,Po zastávce Rosického náměstí na lince 10 (směr Bystrc Rakovecká) následuje Sochorova.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Sochorova"" (směr Bystrc Rakovecká)?",Vozovna Komín,Po zastávce Sochorova na lince 10 (směr Bystrc Rakovecká) následuje Vozovna Komín.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Vozovna Komín"" (směr Bystrc Rakovecká)?",Svratecká (Kníničská),Po zastávce Vozovna Komín na lince 10 (směr Bystrc Rakovecká) následuje Svratecká (Kníničská).
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Svratecká (Kníničská)"" (směr Bystrc Rakovecká)?",Branka,Po zastávce Svratecká (Kníničská) na lince 10 (směr Bystrc Rakovecká) následuje Branka.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Branka"" (směr Bystrc Rakovecká)?",Podlesí,Po zastávce Branka na lince 10 (směr Bystrc Rakovecká) následuje Podlesí.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Podlesí"" (směr Bystrc Rakovecká)?",Kamenolom,Po zastávce Podlesí na lince 10 (směr Bystrc Rakovecká) následuje Kamenolom.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Kamenolom"" (směr Bystrc Rakovecká)?",Zoologická zahrada (Obvodová),Po zastávce Kamenolom na lince 10 (směr Bystrc Rakovecká) následuje Zoologická zahrada (Obvodová).
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Zoologická zahrada (Obvodová)"" (směr Bystrc Rakovecká)?",Přístaviště,Po zastávce Zoologická zahrada (Obvodová) na lince 10 (směr Bystrc Rakovecká) následuje Přístaviště.
B,Následující zastávka,"Linka 10 – jaká zastávka NÁSLEDUJE po „Přístaviště"" (směr Bystrc Rakovecká)?",Bystrc Rakovecká,Po zastávce Přístaviště na lince 10 (směr Bystrc Rakovecká) následuje Bystrc Rakovecká.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Stránská skála"" (směr Bystrc Rakovecká)?",Stránská skála smyčka,Před zastávkou Stránská skála na lince 10 je Stránská skála smyčka.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Podstránská"" (směr Bystrc Rakovecká)?",Stránská skála,Před zastávkou Podstránská na lince 10 je Stránská skála.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Novolíšeňská"" (směr Bystrc Rakovecká)?",Podstránská,Před zastávkou Novolíšeňská na lince 10 je Podstránská.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Líšeňská"" (směr Bystrc Rakovecká)?",Novolíšeňská,Před zastávkou Líšeňská na lince 10 je Novolíšeňská.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Bílá hora"" (směr Bystrc Rakovecká)?",Líšeňská,Před zastávkou Bílá hora na lince 10 je Líšeňská.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Bělohorská"" (směr Bystrc Rakovecká)?",Bílá hora,Před zastávkou Bělohorská na lince 10 je Bílá hora.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Krásného"" (směr Bystrc Rakovecká)?",Bělohorská,Před zastávkou Krásného na lince 10 je Bělohorská.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Židovský hřbitov"" (směr Bystrc Rakovecká)?",Krásného,Před zastávkou Židovský hřbitov na lince 10 je Krásného.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Geislerova"" (směr Bystrc Rakovecká)?",Židovský hřbitov,Před zastávkou Geislerova na lince 10 je Židovský hřbitov.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Životského"" (směr Bystrc Rakovecká)?",Geislerova,Před zastávkou Životského na lince 10 je Geislerova.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Masná (Křenová)"" (směr Bystrc Rakovecká)?",Životského,Před zastávkou Masná (Křenová) na lince 10 je Životského.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Vlhká"" (směr Bystrc Rakovecká)?",Masná (Křenová),Před zastávkou Vlhká na lince 10 je Masná (Křenová).
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Hlavní nádraží (spojka u Grandu)"" (směr Bystrc Rakovecká)?",Vlhká,Před zastávkou Hlavní nádraží (spojka u Grandu) na lince 10 je Vlhká.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Malinovského náměstí (Rooseveltova)"" (směr Bystrc Rakovecká)?",Hlavní nádraží (spojka u Grandu),Před zastávkou Malinovského náměstí (Rooseveltova) na lince 10 je Hlavní nádraží (spojka u Grandu).
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Česká (Česká)"" (směr Bystrc Rakovecká)?",Malinovského náměstí (Rooseveltova),Před zastávkou Česká (Česká) na lince 10 je Malinovského náměstí (Rooseveltova).
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Grohova"" (směr Bystrc Rakovecká)?",Česká (Česká),Před zastávkou Grohova na lince 10 je Česká (Česká).
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Konečného náměstí"" (směr Bystrc Rakovecká)?",Grohova,Před zastávkou Konečného náměstí na lince 10 je Grohova.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Rybkova"" (směr Bystrc Rakovecká)?",Konečného náměstí,Před zastávkou Rybkova na lince 10 je Konečného náměstí.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Tábor (Veveří)"" (směr Bystrc Rakovecká)?",Rybkova,Před zastávkou Tábor (Veveří) na lince 10 je Rybkova.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Králova"" (směr Bystrc Rakovecká)?",Tábor (Veveří),Před zastávkou Králova na lince 10 je Tábor (Veveří).
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Burianovo náměstí"" (směr Bystrc Rakovecká)?",Králova,Před zastávkou Burianovo náměstí na lince 10 je Králova.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Mozolky"" (směr Bystrc Rakovecká)?",Burianovo náměstí,Před zastávkou Mozolky na lince 10 je Burianovo náměstí.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Rosického náměstí"" (směr Bystrc Rakovecká)?",Mozolky,Před zastávkou Rosického náměstí na lince 10 je Mozolky.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Sochorova"" (směr Bystrc Rakovecká)?",Rosického náměstí,Před zastávkou Sochorova na lince 10 je Rosického náměstí.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Vozovna Komín"" (směr Bystrc Rakovecká)?",Sochorova,Před zastávkou Vozovna Komín na lince 10 je Sochorova.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Svratecká (Kníničská)"" (směr Bystrc Rakovecká)?",Vozovna Komín,Před zastávkou Svratecká (Kníničská) na lince 10 je Vozovna Komín.
B,Předchozí zastávka,"Linka 10 – jaká zastávka PŘEDCHÁZÍ zastávce „Branka"" (směr Bystrc Rakovecká)?",Svratecká (Kníničská),Před zastávkou Branka na lince 10 je Svratecká (Kníničská).
